time,seconds_elapsed,batteryLevel,batteryState,lowPowerMode
1766015509031000000,1.002,0.41999998688697815,unplugged,true
1766015510034000000,2.004999755859375,0.41999998688697815,unplugged,true
1766015511034000000,3.004999755859375,0.41999998688697815,unplugged,true
1766015512033000000,4.004,0.41999998688697815,unplugged,true
1766015513036000000,5.007,0.41999998688697815,unplugged,true
1766015514038000000,6.009000244140625,0.41999998688697815,unplugged,true
1766015515038000000,7.009000244140625,0.41999998688697815,unplugged,true
1766015516039000000,8.01,0.41999998688697815,unplugged,true
1766015517041000000,9.012,0.41999998688697815,unplugged,true
1766015518043000000,10.014,0.41999998688697815,unplugged,true
1766015519045000000,11.016,0.41999998688697815,unplugged,true
1766015520045000000,12.016,0.41999998688697815,unplugged,true
1766015521047000000,13.018,0.41999998688697815,unplugged,true
1766015522051000000,14.022,0.41999998688697815,unplugged,true
1766015523051000000,15.022,0.41999998688697815,unplugged,true
1766015524052000000,16.023,0.41999998688697815,unplugged,true
1766015525050000000,17.020999755859375,0.41999998688697815,unplugged,true
1766015526054000000,18.025000244140625,0.41999998688697815,unplugged,true
1766015527054000000,19.025000244140625,0.41999998688697815,unplugged,true
1766015528056000000,20.027,0.41999998688697815,unplugged,true
1766015529056000000,21.027,0.41999998688697815,unplugged,true
1766015530064000000,22.035,0.41999998688697815,unplugged,true
1766015531059000000,23.03,0.41999998688697815,unplugged,true
1766015532059000000,24.03,0.41999998688697815,unplugged,true
1766015533059000000,25.03,0.41999998688697815,unplugged,true
1766015534062000000,26.033000244140624,0.41999998688697815,unplugged,true
1766015535063000000,27.034,0.41999998688697815,unplugged,true
1766015536065000000,28.036,0.41999998688697815,unplugged,true
1766015537066000000,29.036999755859377,0.41999998688697815,unplugged,true
1766015538065000000,30.036,0.41999998688697815,unplugged,true
1766015539071000000,31.042,0.41999998688697815,unplugged,true
1766015540069000000,32.04,0.41999998688697815,unplugged,true
1766015541071000000,33.042,0.41999998688697815,unplugged,true
1766015542072000000,34.043,0.41999998688697815,unplugged,true
1766015543073000000,35.044,0.41999998688697815,unplugged,true
1766015544073000000,36.044,0.41999998688697815,unplugged,true
1766015545075000000,37.046,0.41999998688697815,unplugged,true
1766015546076000000,38.047,0.41999998688697815,unplugged,true
1766015547077000000,39.048,0.41999998688697815,unplugged,true
1766015548077000000,40.048,0.41999998688697815,unplugged,true
1766015549078000000,41.04900024414062,0.41999998688697815,unplugged,true
1766015550080000000,42.051,0.41999998688697815,unplugged,true
1766015551081000000,43.052,0.41999998688697815,unplugged,true
1766015552083000000,44.054,0.41999998688697815,unplugged,true
1766015553084000000,45.055,0.41999998688697815,unplugged,true
1766015554084000000,46.055,0.41999998688697815,unplugged,true
1766015555086000000,47.057000244140625,0.41999998688697815,unplugged,true
1766015556086000000,48.057000244140625,0.41999998688697815,unplugged,true
1766015557087000000,49.058,0.41999998688697815,unplugged,true
1766015558087000000,50.058,0.41999998688697815,unplugged,true
1766015559088000000,51.059,0.41999998688697815,unplugged,true
1766015560090000000,52.06099975585938,0.41999998688697815,unplugged,true
1766015561091000000,53.062,0.41999998688697815,unplugged,true
1766015562091000000,54.062,0.41999998688697815,unplugged,true
1766015563092000000,55.063,0.41999998688697815,unplugged,true
1766015564096000000,56.067,0.41999998688697815,unplugged,true
1766015565114000000,57.08499975585938,0.41999998688697815,unplugged,true
1766015566099000000,58.07,0.41999998688697815,unplugged,true
1766015567099000000,59.07,0.41999998688697815,unplugged,true
1766015568102000000,60.07300024414062,0.41999998688697815,unplugged,true
1766015569101000000,61.072,0.41999998688697815,unplugged,true
1766015570103000000,62.074,0.41999998688697815,unplugged,true
1766015571104000000,63.075,0.41999998688697815,unplugged,true
1766015572105000000,64.076,0.41999998688697815,unplugged,true
1766015573108000000,65.079,0.41999998688697815,unplugged,true
1766015574109000000,66.08,0.41999998688697815,unplugged,true
1766015575110000000,67.08100024414063,0.41999998688697815,unplugged,true
1766015576115000000,68.086,0.41999998688697815,unplugged,true
1766015577117000000,69.088,0.41999998688697815,unplugged,true
1766015578118000000,70.08900024414062,0.41999998688697815,unplugged,true
1766015579120000000,71.091,0.41999998688697815,unplugged,true
1766015580118000000,72.08900024414062,0.41999998688697815,unplugged,true
1766015581119000000,73.09,0.41999998688697815,unplugged,true
1766015582121000000,74.092,0.41999998688697815,unplugged,true
1766015583122000000,75.09299975585938,0.41999998688697815,unplugged,true
1766015584122000000,76.09299975585938,0.41999998688697815,unplugged,true
1766015585123000000,77.094,0.41999998688697815,unplugged,true
1766015586127000000,78.098,0.41999998688697815,charging,false
1766015587125000000,79.096,0.41999998688697815,charging,false
1766015588135000000,80.106,0.41999998688697815,charging,false
1766015589130000000,81.10099975585938,0.41999998688697815,charging,false
1766015590357000000,82.328,0.41999998688697815,charging,false
1766015591358000000,83.32900024414063,0.41999998688697815,charging,false
1766015592358000000,84.32900024414063,0.41999998688697815,charging,false
1766015593362000000,85.33299975585938,0.41999998688697815,charging,false
1766015594358000000,86.32900024414063,0.41999998688697815,charging,false
1766015595359000000,87.33,0.41999998688697815,charging,false
1766015596362000000,88.33299975585938,0.41999998688697815,charging,false
1766015597366000000,89.33700024414063,0.41999998688697815,charging,false
1766015598365000000,90.336,0.41999998688697815,charging,false
1766015599365000000,91.336,0.41999998688697815,charging,false
1766015600368000000,92.339,0.41999998688697815,charging,false
1766015601369000000,93.34,0.41999998688697815,charging,false
1766015602368000000,94.339,0.41999998688697815,charging,false
1766015603370000000,95.34099975585937,0.41999998688697815,charging,false
1766015604369000000,96.34,0.41999998688697815,charging,false
1766015605370000000,97.34099975585937,0.41999998688697815,charging,false
1766015606371000000,98.342,0.41999998688697815,charging,false
1766015607371000000,99.342,0.41999998688697815,charging,false
1766015608372000000,100.343,0.41999998688697815,charging,false
1766015609372000000,101.343,0.41999998688697815,charging,false
1766015610373000000,102.344,0.41999998688697815,charging,false
1766015611374000000,103.34500024414062,0.41999998688697815,charging,false
1766015612376000000,104.347,0.41999998688697815,charging,false
1766015613378000000,105.34899975585938,0.41999998688697815,charging,false
1766015614379000000,106.35,0.41999998688697815,charging,false
1766015615380000000,107.351,0.41999998688697815,charging,false
1766015616381000000,108.352,0.41999998688697815,charging,false
1766015617383000000,109.354,0.41999998688697815,charging,false
1766015618384000000,110.355,0.41999998688697815,charging,false
1766015619386000000,111.35699975585938,0.41999998688697815,charging,false
1766015620385000000,112.356,0.41999998688697815,charging,false
1766015621386000000,113.35699975585938,0.41999998688697815,charging,false
1766015622386000000,114.35699975585938,0.41999998688697815,charging,false
1766015623387000000,115.358,0.41999998688697815,charging,false
1766015624389000000,116.36,0.41999998688697815,charging,false
1766015625390000000,117.36100024414063,0.41999998688697815,charging,false
1766015626391000000,118.362,0.41999998688697815,charging,false
1766015627392000000,119.363,0.41999998688697815,charging,false
1766015628392000000,120.363,0.41999998688697815,charging,false
1766015629392000000,121.363,0.41999998688697815,charging,false
1766015630393000000,122.364,0.41999998688697815,charging,false
1766015631394000000,123.36499975585937,0.41999998688697815,charging,false
1766015632395000000,124.366,0.41999998688697815,charging,false
1766015633394000000,125.36499975585937,0.41999998688697815,charging,false
1766015634394000000,126.36499975585937,0.41999998688697815,charging,false
1766015635395000000,127.366,0.41999998688697815,charging,false
1766015636396000000,128.367,0.41999998688697815,charging,false
1766015637398000000,129.36900024414064,0.41999998688697815,charging,false
1766015638397000000,130.368,0.41999998688697815,charging,false
1766015639399000000,131.37,0.41999998688697815,charging,false
1766015640398000000,132.36900024414064,0.41999998688697815,charging,false
1766015641398000000,133.36900024414064,0.41999998688697815,charging,false
1766015642399000000,134.37,0.41999998688697815,charging,false
1766015643400000000,135.371,0.41999998688697815,charging,false
1766015644402000000,136.37299975585938,0.41999998688697815,charging,false
1766015645403000000,137.374,0.41999998688697815,charging,false
1766015646404000000,138.375,0.41999998688697815,charging,false
1766015647404000000,139.375,0.41999998688697815,charging,false
1766015648408000000,140.379,0.41999998688697815,charging,false
1766015649410000000,141.38099975585936,0.41999998688697815,charging,false
1766015650416000000,142.387,0.41999998688697815,charging,false
1766015651415000000,143.386,0.41999998688697815,charging,false
1766015652427000000,144.398,0.41999998688697815,charging,false
1766015653431000000,145.402,0.41999998688697815,charging,false
1766015654433000000,146.404,0.41999998688697815,charging,false
1766015655438000000,147.40900024414063,0.41999998688697815,charging,false
1766015656439000000,148.41,0.41999998688697815,charging,false
1766015657442000000,149.41299975585937,0.41999998688697815,charging,false
1766015658441000000,150.412,0.41999998688697815,charging,false
1766015659443000000,151.414,0.41999998688697815,charging,false
1766015660445000000,152.416,0.41999998688697815,charging,false
1766015661446000000,153.41700024414064,0.41999998688697815,charging,false
1766015662447000000,154.418,0.41999998688697815,charging,false
1766015663451000000,155.422,0.41999998688697815,charging,false
1766015664452000000,156.423,0.41999998688697815,charging,false
1766015665454000000,157.42500024414062,0.41999998688697815,charging,false
1766015666459000000,158.43,0.41999998688697815,charging,false
1766015667459000000,159.43,0.41999998688697815,charging,false
1766015668461000000,160.432,0.41999998688697815,charging,false
1766015669461000000,161.432,0.41999998688697815,charging,false
1766015670462000000,162.43300024414063,0.41999998688697815,charging,false
1766015671464000000,163.435,0.41999998688697815,charging,false
1766015672465000000,164.436,0.41999998688697815,charging,false
1766015673467000000,165.438,0.41999998688697815,charging,false
1766015674467000000,166.438,0.41999998688697815,charging,false
1766015675468000000,167.439,0.41999998688697815,charging,false
1766015676469000000,168.44,0.41999998688697815,charging,false
1766015677469000000,169.44,0.41999998688697815,charging,false
1766015678471000000,170.442,0.41999998688697815,charging,false
1766015679472000000,171.443,0.41999998688697815,charging,false
1766015680473000000,172.444,0.41999998688697815,charging,false
1766015681475000000,173.446,0.41999998688697815,charging,false
1766015682476000000,174.447,0.41999998688697815,charging,false
1766015683477000000,175.448,0.41999998688697815,charging,false
1766015684478000000,176.44900024414062,0.41999998688697815,charging,false
1766015685481000000,177.452,0.41999998688697815,charging,false
1766015686482000000,178.45299975585937,0.41999998688697815,charging,false
1766015687484000000,179.455,0.41999998688697815,charging,false
1766015688484000000,180.455,0.41999998688697815,charging,false
1766015689485000000,181.456,0.41999998688697815,charging,false
1766015690487000000,182.458,0.41999998688697815,charging,false
1766015691489000000,183.46,0.41999998688697815,charging,false
1766015692491000000,184.462,0.41999998688697815,charging,false
1766015693494000000,185.4650002441406,0.41999998688697815,charging,false
1766015694494000000,186.4650002441406,0.41999998688697815,charging,false
1766015695495000000,187.466,0.41999998688697815,charging,false
1766015696495000000,188.466,0.41999998688697815,charging,false
1766015697499000000,189.47,0.41999998688697815,charging,false
1766015698500000000,190.471,0.41999998688697815,charging,false
1766015699501000000,191.472,0.41999998688697815,charging,false
1766015700502000000,192.47300024414062,0.41999998688697815,charging,false
1766015701503000000,193.474,0.41999998688697815,charging,false
1766015702505000000,194.476,0.41999998688697815,charging,false
1766015703506000000,195.47699975585937,0.41999998688697815,charging,false
1766015704507000000,196.478,0.41999998688697815,charging,false
1766015705507000000,197.478,0.41999998688697815,charging,false
1766015706509000000,198.48,0.41999998688697815,charging,false
1766015707511000000,199.482,0.41999998688697815,charging,false
1766015708512000000,200.483,0.41999998688697815,charging,false
1766015709512000000,201.483,0.41999998688697815,charging,false
1766015710513000000,202.484,0.41999998688697815,charging,false
1766015711515000000,203.486,0.41999998688697815,charging,false
1766015712516000000,204.487,0.41999998688697815,charging,false
1766015713516000000,205.487,0.41999998688697815,charging,false
1766015714517000000,206.488,0.41999998688697815,charging,false
1766015715518000000,207.4890002441406,0.41999998688697815,charging,false
1766015716519000000,208.49,0.41999998688697815,charging,false
1766015717519000000,209.49,0.41999998688697815,charging,false
1766015718527000000,210.498,0.41999998688697815,charging,false
1766015719527000000,211.498,0.41999998688697815,charging,false
1766015720527000000,212.498,0.41999998688697815,charging,false
1766015721529000000,213.5,0.41999998688697815,charging,false
1766015722529000000,214.5,0.41999998688697815,charging,false
1766015723530000000,215.50099975585937,0.41999998688697815,charging,false
1766015724531000000,216.502,0.41999998688697815,charging,false
1766015725532000000,217.503,0.41999998688697815,charging,false
1766015726533000000,218.504,0.41999998688697815,charging,false
1766015727534000000,219.50500024414063,0.41999998688697815,charging,false
1766015728533000000,220.504,0.41999998688697815,charging,false
1766015729534000000,221.50500024414063,0.41999998688697815,charging,false
1766015730534000000,222.50500024414063,0.41999998688697815,charging,false
1766015731536000000,223.507,0.41999998688697815,charging,false
1766015732536000000,224.507,0.41999998688697815,charging,false
1766015733538000000,225.50899975585938,0.41999998688697815,charging,false
1766015734537000000,226.508,0.41999998688697815,charging,false
1766015735538000000,227.50899975585938,0.41999998688697815,charging,false
1766015736538000000,228.50899975585938,0.41999998688697815,charging,false
1766015737539000000,229.51,0.41999998688697815,charging,false
1766015738541000000,230.512,0.41999998688697815,charging,false
1766015739542000000,231.5130002441406,0.41999998688697815,charging,false
1766015740542000000,232.5130002441406,0.41999998688697815,charging,false
1766015741542000000,233.5130002441406,0.41999998688697815,charging,false
1766015742544000000,234.515,0.41999998688697815,charging,false
1766015743544000000,235.515,0.41999998688697815,charging,false
1766015744545000000,236.516,0.41999998688697815,charging,false
1766015745546000000,237.5169997558594,0.41999998688697815,charging,false
1766015746547000000,238.518,0.41999998688697815,charging,false
1766015747548000000,239.519,0.41999998688697815,charging,false
1766015748549000000,240.52,0.41999998688697815,charging,false
1766015749548000000,241.519,0.41999998688697815,charging,false
1766015750549000000,242.52,0.41999998688697815,charging,false
1766015751550000000,243.52100024414062,0.41999998688697815,charging,false
1766015752551000000,244.522,0.41999998688697815,charging,false
1766015753553000000,245.524,0.41999998688697815,charging,false
1766015754553000000,246.524,0.41999998688697815,charging,false
1766015755555000000,247.526,0.41999998688697815,charging,false
1766015756555000000,248.526,0.41999998688697815,charging,false
1766015757570000000,249.5409997558594,0.41999998688697815,charging,false
1766015758571000000,250.542,0.41999998688697815,charging,false
1766015759570000000,251.5409997558594,0.41999998688697815,charging,false
